job_title,job_skills,company,job_location,job_level,job_type
Datacenter Technician & Linux Support Agent,"Customer focus, Problem solving, Multitasking, Web hosting applications, Web hosting platforms, Rack installation, Server hardware troubleshooting, Network connection troubleshooting, Equipment installation, Network cable installation, RJ45 termination, Fiber termination, Record keeping, System updates, English proficiency, Communication skills, Pressure management, Multitasking, Error analysis, Linux shell (bash), Apache, PHP, MySQL, Email (POP3/IMAP/SMTP), FTP, DNS, cPanel/WHM, Plesk, DirectAdmin, PHP installation, Python installation, Iptables firewalls (CSF APF etc.), Drupal, WordPress, MediaWiki, Magento, ZenCart, MySQL commands, Database importing/dumping, SELECT statements, ""SHOW PROCESSLIST"", Heavy lifting (up to 50 pounds), High school diploma, Related experience (3 years preferred), Nights/weekends/holidays work schedule, Network diagram interpretation",KnownHost,"Atlanta, GA",Mid senior,Onsite
Healthcare Equity Data Analyst,"Data analysis, Data management, Statistical analysis, Data visualization, SAS, R, SQL, SPSS, Python, Epidemiological data analysis, Program evaluation, Microsoft Office, eClinicalWorks “Hub”, MDLand Clinical Data Repository, RHIO",Fund for Public Health in NYC,"New York, NY",Mid senior,Onsite
ERP Master Data Specialist | Supply Chain,"Data Management, Data Analysis, Data Architecture, Data Entry, Data Reconciliation, Data Reporting, Product Specification Sheets, Storage Requirements, Handling Requirements, Bill of Materials, Engineering Drawings, ERP Systems, AS9100 Certification, Material Science, CATIA, PLM Systems",BETA TECHNOLOGIES,"South Burlington, VT",Mid senior,Onsite
BSA/AML Compliance Specialist I,"Document Interpretation, Legal Documents Analysis, Compliance Training, Financial Reporting, Customer Communication, Business Correspondence, Regulatory Compliance, MS Office Suite (Word Excel PowerPoint Outlook), Time Management, Communication Skills, Organizational Skills, BS/BA Degree",Simmons Bank,"Little Rock, AR",Mid senior,Onsite
"Installation Supervisor (Data Cables / International Travel) in Northampton, UK","Installation, Supervision, Data Cabling, International Travel, Team Management",Energy Jobline,"Northampton, England, United Kingdom",Mid senior,Onsite
Data Governance Lead,"Data Governance, Data Standards, Data Policies, Data Frameworks, Data Management, Data Compliance, Data Lifecycle, Data Definition, Data Transformation, Data Classification, Data Archiving, Data Disposal, Data Obfuscation, Data Quality, Data Ownership, Data Enablement, Stakeholder Adoption, Knowledge Sharing, Best Practices, Usage Guidelines, Data Modelling, Data Gathering, Data Analysis, Business Intelligence, Design, Solutions, Technical Environments, Analytical Tools, Programs, SQL, Power Bi, MS Office 365, Project Management, Methodologies, Metadata, Business Glossary, Data Quality Tools, Cloud Environments, APIs, Communication, Interpersonal Skills, Technical Concepts",Talent,"Brisbane, Queensland, Australia",Mid senior,Onsite
Sr. Data Scientist 4740 with Security Clearance,"Data Science, DoD Secret Clearance, Air Force, Datacentric Solutions, Data Mining, Data Aggregation, Statistical Analysis, Unstructured Data, Structured Data, Data Interpretation, Results Analysis, Machine Learning, Advanced ProblemSolving, Senior Air Force Clients, Data Science Tools, Solutioning",ClearanceJobs,"Washington Court, MD",Mid senior,Onsite
Data Architect,"Data Modelling, Data Architecture, Data Flow Diagram, ER Diagram, Visio, Banking Applications, Payment Systems, Data Governance, Data Standards, Data Standardization, Data Mastering, Metadata Management, Data Management, Data Visualization, Data Virtualization, MDM, SQL, Banking and Financial Domain, Data Curation, Data Representation, Data Standardization, Data Normalization, Data Integration, Data Persistence, Data Analysis, Data Exchange, Data Sharing, Information Delivery, Information Management, Enterprise Data Warehouse, BI & Analytics, Data Engineers, Business Information Needs, Information Vision, Information Strategy, System Design, Business Strategy, Technology Strategy, Scalability, Evolvability",Dice,"Morristown, NJ",Mid senior,Onsite
"BioPharmaceuticals Medical Evidence – Director, Health Data Implementation","RWD platforms, Data science, Analytical tools, Visual analytics, Diverse datasets, Technologies behind RWD knowledge management, Analytical questions, Business degree, Medical science degree, R&I, CVRM, Project management, Communication, Data analysis, Performance reporting, Motivation, Product launch, Market shaping, Disease awareness, Medical strategy, Commercial strategy, Market research, Competitive intelligence, Visualization platforms",AstraZeneca,"Mississauga, Ontario, Canada",Mid senior,Onsite
Data Analyst -Power Bi Developer,"Data Modeling, Data Engineering, SAP, Data Extraction, Data Transformation, Data Storage, Data Processing, Data Integration, SQL, Data Structures, Data Quality Standards, Database Design, Database Structures, Data Warehousing, ETL Processes, Data Pipelines, Data Governance, CI/CD, DevOps, Data Ops, Technical Documentation, Data Wrangling, Star Schema, Snowflake Schema, Data Vault, Alteryx, Power BI, Tableau, Data Profiling, Communication Skills, Problem Solving, Attention to Detail, Data Accuracy, Computer Science, Information Systems, Power BI Developer, UAT (User Acceptance Testing), SIT (System Integration Testing), Data Pipelines Management, Data Modeling Management, Data Sources Analysis, Data Governance Processes, Data Retrieval, Data Interpretation, Mentoring, Data Management, Project Completion, Budget Management, Scope Management, Time Management",Mondelēz International,"Chicago, IL",Mid senior,Onsite
Lab - Medical Laboratory Scientist/ MLS,"BLS Certification, Medical Technology, ASCP Certification, AMT Certification, HEW Certification, AAB Certification, State License, Bodily Fluids Analysis, Disease Abnormalities Identification, Blood Collection, Urine Sample Collection, Equipment Maintenance, Patient Data Handling, Sterile Conditions Maintenance, Disease Prevention, Patient and Provider Assistance",Cross Country Allied,"Batavia, NY",Mid senior,Onsite
Senior Data Analyst with Security Clearance,"Open Source Intelligence, Data Analyst, Tableau, Splunk, SQL, R, Python, Java, Metrics, Dashboards, Reports, Queries, Customer Metrics, TS/SCI Clearance, Polygraph, Data Support",ClearanceJobs,"McLean, VA",Mid senior,Onsite
Sr. Java Engineer with Big Data Experience,"Software Development, SDLC, Agile, Scrum, Object Oriented Analysis and Design, Java, Apache Spark, Scala, Kafka, PubSub, MySQL, MariaDB, Postgres, AVRO, Parquet, Graph, Neo4j, Storm, NoSQL, Google Cloud Platform, AdTech, Computer Science, Engineering",Syrinx Consulting,"Boston, MA",Mid senior,Onsite
Data Migration Consultant - Microsoft Dynamics CRM,"Data Migration, Dataverse, SQL, Azure Data Factory, KingwaySoft Integration, Data Mapping, Transformation, Cloud Environments, Problem Solving",RemoteWorker UK,"Wales, United Kingdom",Mid senior,Onsite
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)","Python, AWS, Airflow, Snowflake, Hadoop, Spark, Postgres, Angular JS, NoSQL, Scala, Gurobi, MySQL, MapReduce, Hive, EMR, Kafka, Mongo, Cassandra, UNIX/Linux, Agile engineering practices, Data pipeline frameworks, Data APIs, Data delivery services, Cloud computing, People management, Distributed data/computing tools, Realtime data and streaming applications, Data warehousing, UNIX/Linux, Shell scripting, Bachelor's Degree, 6+ years of experience in application development, 2+ years of experience in big data technologies, 1+ year experience with cloud computing, 2+ years of people management experience, Master's Degree, 7+ years of experience in application development, 4+ years of experience with a public cloud, 4+ years experience with Distributed data/computing tools, 4+ year experience working on realtime data and streaming applications, 4+ years of experience with NoSQL implementation, 4+ years of data warehousing experience, 4+ years of experience with UNIX/Linux including basic commands and shell scripting, 4+ years of experience with Agile engineering practices",Jobs for Humanity,"New York County, NY",Mid senior,Onsite
Senior Scheduler (Data Center),"Construction Management, Scheduling, CPM Scheduling, Primavera Scheduling Software, Microsoft Office, Smartsheet, Project Management, Microsoft Project, Construction, Engineering, Architecture, Verbal Communication, Written Communication, Schedule Delay Principles, Critical Path Method, Contractual Clauses, Construction Documents, Data Center Project Experience","OCMI, Inc. (O'Connor Construction Management)","Phoenix, AZ",Mid senior,Onsite
Data Compliance Officer,"Data Compliance, Data Protection, Privacy, Data Breaches, ISO9001, GDPR, Data Protection Act 1998, AntiMoney Laundering Regulations, Bribery Act 2010, Criminal Finances Act 2017, Regulatory Compliance, DetailOriented, Efficient Processes, Proactive Learning",PDR Solutions Ltd,"Royal Tunbridge Wells, England, United Kingdom",Mid senior,Onsite
Startup Founder | Data Scientist/Machine Learning/AI Expert & Startup Founder,"Data Science, Machine Learning, Artificial Intelligence, Product Development, Analytical Skills, Technological Analyses, Advanced Analytics, Data Collection, Data Exploration, Hypothesis Testing, Statistical Modeling, Prototyping, Team Leadership, Venture Development, Startup Hypothesis, Pitching, PreSeed Funding, Personalized Coaching, Startup Advisors, Investor Pitching, Equity Stake",Antler,"Waterloo, Ontario, Canada",Mid senior,Onsite
Senior Machine Learning Engineer,"Machine Learning, Data Engineering, Python, Scala, Java, Scikitlearn, PyTorch, Dask, Spark, TensorFlow, Distributed Computing, AWS, Azure, Google Cloud Platform, Big Data, Agile, Continuous Integration, Continuous Deployment, Test Automation, Monitoring, Responsible AI, Explainable AI, Data Gathering, Data Preparation, Computer Science, Electrical Engineering, Mathematics, Distributed File Systems, MultiNode Database Paradigms, Open Source ML Software, ProductionReady Data Pipelines, Data Pipelines Scaling, Data Pipelines Performance",Jobs for Humanity,"Scranton, PA",Mid senior,Onsite
Machine Learning Engineer-Model Training Infrastructure,"C++, CUDA, Python, TensorFlow, PyTorch, ML infrastructure, Largescale systems, Opensource machine learning frameworks, TFX, Machine learning infrastructure, Deep learning frameworks, Machine learning lifecycle management systems, Communication, Teamwork, Programming",ByteDance,"Seattle, WA",Mid senior,Onsite
"Senior Quantitative Finance Analyst, AML Model Development","Quantitative Finance, AML detection models, Machine learning, AI, Python, PySpark, SQL, Hadoop, Data analytics, Complex modeling, System approaches, Documentation, Strategic direction, Tactical plans, Masters or PhD in Math Economics Statistics, 5 years relevant experience, Large complex organization, Stakeholder influence, Selfstarter, Team player, Communication skills, Programming skills, AML modeling techniques, GRA Model Development Tools, Risk models, US regulatory environment",Bank of America,"Charlotte, NC",Mid senior,Onsite
Data Steward - Research Analysis Spec Sr,"Environmental Science, Engineering, Computer Science, GIS, Natural Science, Statistics, Environmental Health, Toxicology, Data Science, Geographical Information System, Data Analysis, Data Management, Databases, Project Management, Communication, Tableau, SQL Developer, MS Access, Python, R, Statistical Analysis, Data Collection, Data Processing, Data Evaluation, Data Visualization, Scientific Data Interpretation, Presentation Skills, Listening Skills, Writing Skills, GIS Software, Spatial Analysis, Qualitative Analysis, Quantitative Analysis, Statistical Modeling, Program Evaluations",State of Minnesota,"Fergus Falls, MN",Mid senior,Onsite
Marketing Data Analyst & Tableau Specialist,"Digital Marketing, Data Analytics, Tableau, PowerBI, Salesforce, A/B Testing, Google Analytics, Programmatic Advertising, SQL, MultiTouch Attribution, Marketing Automation",Jobot,"Rockford, IL",Mid senior,Onsite
"Staff Machine Learning Engineer, Series A","ProductionGrade ML Model Building, R&D and ML project leadership, Python Programming, Scientific and DeepLearning Stack, EndtoEnd DeepLearning Model Building, ML Model Efficiency Optimization, Cloud Services (GCP AWS Azure), ML Experiment Tracking and Reproducibility Tools, Sprint Management and Agile Methodologies, Publication in PeerReviewed AI Journals, FDA Approvals for SoftwareasaMedical Device, Empathetic Leadership and Mentoring, Multidisciplinary Skills, Strategic and Agile Planning, Efficient Communication",Recruiting from Scratch,"New York, NY",Mid senior,Onsite
